med_event_ID,conflict_country,conflict_counry_ID,conflict_id,med_location - MULTISELECT,med_loc_cty,med_loc_x,med_loc_y,Day,Month,Year,third_party,third_party_id_GLOPAD,third_party_id,third_party_id_PAX,num_med,med_scope,ind_named_id,individual_med_named,groupings_mechanisms,local_parties,local_party_id,local_indiv_group,num_local,if_loc_belig,agmt,agmt_name,agmt_id_PAX,Summary,source_urls,shuttle,med_type
ISR202408-14,Israel,666,,unknown,,,,4,8,2024,Russia; Egypt,CON_21;CON_82,CON_21;CON_82,365;651,2,H,NL;indnam455,Badr Abdelatty; Sergey Lavrov,,,,,0,,0,,,"Russian Foreign Minister Sergey Lavrov and Egyptian Foreign Minister Badr Abdel Aty discussed the conditions for a ceasefire in the Gaza Strip. The ministers discussed de-escalation in the region during a telephone conversation. “During the conversation, an exchange of views was held on the developing situation in the Middle East, with an emphasis on the need for a speedy ceasefire in the Palestinian-Israeli conflict zone and a general de-escalation of the situation in the region. At the same time, Moscow and Cairo’s continued focus on coordinating actions on the entire range of Middle East issues was confirmed,” the Foreign Ministry said. The conversation took place at the initiative of the Egyptian side. The ministers agreed to continue to maintain active contacts on issues of the bilateral and international agenda.",https://en.apa.az/asia/russian-fm-discusses-gaza-ceasefire-with-egyptian-countetpart-444325,0,MR
ISR202408-15,Israel,666,,Virtual,,Virtual,Virtual,4,8,2024,Canada; France; Germany; Italy; Japan; UK; United States,CON_11;CON_7;CON_2;CON_139;CON_294;CON_19;CON_3,CON_11;CON_7;CON_2;CON_139;CON_294;CON_19;CON_3,20;220;255;325;740;200;2,7,H,indnam63,Antony Blinken,,,,,0,,0,,,"G7 foreign ministers met by videoconference Sunday to discuss the Middle East and expressed ""strong concern"" over the threat of escalation, Italy's Foreign Minister Antonio Tajani said. ""Together with our partners, we have expressed strong concern about recent events that threaten to determine a regionalisation of the crisis, starting from Lebanon,"" said Tajani in a statement. ""We call on the parties involved to desist from any initiative that could hinder the path of dialogue and moderation and favour a new escalation,"" said the statement issued by the foreign ministry of Italy, which holds the G7 presidency this year. The foreign ministers, it said, ""reiterated the priority of a favourable conclusion of the negotiations on the ceasefire in Gaza and the release of hostages"" while stepping up humanitarian assistance.... Blinken convened the meeting with the G7 allies – Canada, France, Germany, Italy, Japan and the United Kingdom – to coordinate ahead of the expected offensive by Iran and its terror proxies against the Jewish state. He also stressed to the G7 allies that the bolstering of US forces in the Middle East region was for defensive purposes only. “We express our deep concern over the heightened level of tension in the Middle East which threatens to ignite a broader conflict in the region,” the G7 ministers said in a statement. “We urge all involved parties to refrain from perpetuating the current destructive cycle of retaliatory violence, to lower tensions and engage constructively towards de-escalation. No country or nation stands to gain from further escalation in the Middle East,” it continues..... US Secretary of State Antony Blinken asked his counterparts from the G7 nations to exert diplomatic pressure on Iran, Hezbollah and Israel to ""maintain maximum restraint"" but said Washington expected an attack on Israel as early as Monday.",https://www.bssnews.net/international/202681;https://www.thejc.com/news/israel/iran-and-hezbollah-could-attack-within-24-hours-says-us-wa08xsad;https://nypost.com/2024/08/05/world-news/blinken-warns-g7-that-iran-hezbollah-could-attack-israel-as-soon-as-monday/;https://www.dw.com/en/middle-east-iran-defends-right-to-punish-israel/live-69860704;https://www.algemeiner.com/2024/08/05/blinken-g7-iran-hezbollah-could-attack-within-24-hours/;https://www.newarab.com/news/flurry-diplomacy-ease-mideast-tensions-israel-awaits-iran-attack-0;https://www.citizen.co.za/news/news-world/flurry-of-diplomacy-to-ease-mideast-tensions-as-israel-awaits-iran-attack/;https://www.koreatimes.co.kr:443/www/world/2024/08/501_380033.html;https://www.wsws.org/en/articles/2024/08/06/qkzw-a06.html,0,MR
ISR202408-16,Israel,666,,Virtual,,Virtual,Virtual,4,8,2024,France; Jordan,CON_7;CON_78,CON_7;CON_78,220;663,2,H,NL;indnam141,Abdullah II; Emmanuel Macron,,,,,0,,0,,,"Separately, French President Emmanuel Macron and Jordan's King Abdullah II on August 4 agreed in a phone call that an escalation of military actions in the Middle East must be avoided ""at all costs,"" the French presidency said.",https://www.globalsecurity.org/military/library/news/2024/08/mil-240804-rferl01.htm,0,MR
ISR202408-17,Israel,666,,Tehran,IRN,51.3889,35.6892,5,8,2024,Russia,CON_21,CON_21,365,1,E,indnam454,Sergei Shoigu,,Iran,114;114,,1,1,0,,,"Former Russian Defense Minister Sergei Shoigu arrived in the Iranian capital Tehran on Monday for high-level talks amid rising tensions in the region. Shoigu, now Secretary of Russia's National Security Council, met his Iranian counterpart Ali Akbar Ahmadian and was also meeting the chief-of-staff of the Iranian armed forces Major General Mohammad Bagheri before a reception with the new Iranian President Masoud Pezeshkian. According to Russian state media, the officials were due to discuss regional and international security questions as well as joint Russian-Iranian economic projects and a strengthening of bilateral relations.",https://www.dw.com/en/middle-east-iran-defends-right-to-punish-israel/live-69860704;https://www.palestinechronicle.com/russias-shoigu-in-tehran-iran-declares-end-of-american-era/;https://www.stripes.com/theaters/middle_east/2024-08-05/us-allies-push-avert-middle-east-war-14756165.html;https://menafn.com/1108519977/US-And-Allies-Make-Last-Minute-Push-To-Avert-All-Out-Mideast-War;https://americanisraelite.com/russian-security-envoy-in-tehran-as-attack-on-israel-looms/,0,MR
ISR202408-18,Israel,666,,Cairo,EGY,31.2358,30.0444,5,8,2024,Turkey; Egypt,CON_562;CON_82,CON_562;CON_82,640;651,2,P,NL;indnam179; NL,Abdel Fattah El-Sisi; Hakan Fidan; Badr Abdelatty,,,,,0,,0,,,"The Monday meeting was attended by Badr Abdelatty, Egypt's Minister of Foreign Affairs, Immigration and Egyptian Expatriates Affairs, and the Turkish Ambassador to Cairo. President Al-Sisi appreciated this gesture and praised the positive outcomes of Erdogan's visit to Egypt last February, which marked a positive start in the relationship between the two countries. The aspiration to hold the first meeting of the high-level strategic council between Egypt and Türkiye was confirmed. The meeting focused on the latest regional developments and the signs of dangerous escalation. They reviewed the latest developments in Egypt's ongoing and intensive efforts to reach a ceasefire agreement and the exchange of detainees. President Al-Sisi further stressed that defusing the escalating tension requires concerted efforts from active forces and the international community to enforce an immediate ceasefire in the Gaza Strip and provide opportunities for political and diplomatic solutions. He noted that Egypt has repeatedly warned of the dangers of expanding the war, which threatens regional and international peace and security, as well as the capabilities, security, and stability of the region's peoples. The need to push for a radical and comprehensive solution to the Palestinian issue was also emphasized, based on the two-state solution and the establishment of a Palestinian state with East Jerusalem as its capital on the 1967 lines, to achieve justice, security, and stability in the region sustainably",https://menafn.com/1108519216/Al-Sisi-Turkish-FM-Address-Gaza-War-Escalating-Regional-Tensions-In-Cairo-Meeting,0,MR
ISR202408-19,Israel,666,,Virtual,,Virtual,Virtual,5,8,2024,United States; Qatar; Egypt,CON_3;CON_486;CON_82,CON_3;CON_486;CON_82,2;694;651,3,H,indnam63; NL,Antony Blinken; Badr Abdelatty,Qatar-Egypt-USA Process,,,,0,,0,,,"US Secretary of State Antony Blinken spoke with Qatar's prime minister and Egypt's foreign minister on Monday, while urging parties in the region to ""refrain from escalation."" ""It's important that all parties take steps over the coming days to refrain from escalation and calm tensions,"" State Department spokesman Matthew Miller said, referring to Blinken's talks with the Qatari and Egyptian officials. The Egyptian Foreign Ministry said Egyptian Foreign Minister Badr Abdelatty had requested Blinken put pressure on Israel to ""seriously engage"" in Gaza cease-fire negotiations and stop practicing the policy of ""brinkmanship."" Blinken's discussions with the Middle Eastern leaders come amid fears that Iran could launch an attack on Israel. Hamas political leader Ismail Haniyeh was killed in Tehran last week, with Iran vowing retaliation over the killing and blaming Israel. ... Egyptian Foreign Minister Badr Abdelatty asked US Secretary of State Antony Blinken in a phone call on Monday to pressure Israel to “seriously engage” in Gaza ceasefire talks, the Egyptian foreign ministry said in a statement.Abdelatty also asked his US counterpart to pressure Israel to stop practicing the policy of “brinkmanship,” the ministry added.... Secretary of State Antony Blinken conferred with top officials from Qatar and Egypt — the two countries helping lead negotiations for a cease-fire between Israel and Hamas militants — on Monday, according to State Department spokesman Matthew Miller.",https://www.dw.com/en/middle-east-iran-defends-right-to-punish-israel/live-69860704;https://www.jpost.com/israel-hamas-war/article-813435;https://www.stripes.com/theaters/middle_east/2024-08-05/us-allies-push-avert-middle-east-war-14756165.html;https://menafn.com/1108519977/US-And-Allies-Make-Last-Minute-Push-To-Avert-All-Out-Mideast-War,0,MR
ISR202408-20,Israel,666,,Virtual,,Virtual,Virtual,5,8,2024,United States; Jordan,CON_3;CON_78,CON_3;CON_78,2;663,2,H,indnam238; NL,Joe Biden; Abdullah II,,,,,0,,0,,,"US President Joe Biden and Jordanian King Abdullah II spoke by phone amid tensions in the Middle East after the killing of Hamas political leader Ismail Haniyeh. Biden and Jordan's King consulted on efforts to end the Israel-Hamas war and the release of hostages held by Hamas in Gaza. ""The leaders discussed their efforts to de-escalate regional tensions, including through an immediate cease-fire and hostage release deal,"" the two leaders said, according to a White House readout. The Jordanian royal court also produced a readout of the call, detailing the Jordanian side of the conversation. ""His Majesty warned of extremist settler violence against Palestinians, as well as unilateral Israeli measures that undermine the prospects of peace and target the historical and legal status quo of Islamic and Christian holy sites in Jerusalem, which may fuel violence in the region,"" the Royal Hashemite Court said. ""The King reaffirmed the important role of the United States in stopping the war in Gaza and reaching an immediate and permanent cease-fire, as well as creating a political horizon to achieve just and comprehensive peace on the basis of the two-state solution,"" the Jordanian statement added....U.S. President Joe Biden is set to discuss tensions in the Middle East with his national security team Monday, and to meet with Jordan’s King Abdullah II, while Israeli leaders warn they will exact a “heavy price” if attacked, amid concerns about potential actions launched by Iran or its proxies in the region. The U.S.-Jordan talks come a day after Jordan’s Foreign Minister Ayman Safadi traveled to Iran where he urged an end to escalation and for the region to live in “peace, security and stability.”",https://www.newdelhitimes.com/biden-holding-security-talks-as-tensions-heighten-in-middle-east/;https://www.dw.com/en/middle-east-iran-defends-right-to-punish-israel/live-69860704;https://www.yahoo.com/news/scramble-underway-prepare-looming-iranian-213713477.html;https://www.stripes.com/theaters/middle_east/2024-08-05/us-allies-push-avert-middle-east-war-14756165.html;https://menafn.com/1108519977/US-And-Allies-Make-Last-Minute-Push-To-Avert-All-Out-Mideast-War;https://www.wsws.org/en/articles/2024/08/06/qkzw-a06.html,0,MR
ISR202408-21,Israel,666,,Virtual,,Virtual,Virtual,5,8,2024,Italy; Iraq,CON_139;CON_75,CON_139;CON_75,325;645,2,H,indnam62; NL,Antonio Tajani; Fouad Hussein,,,,,0,,0,,,"The foreign ministers of Italy and Iraq called on Monday for diplomacy and de-escalation in the Middle East, saying they were deeply concerned about increasing tension threatening the entire region. Italy's Antonio Tajani and Iraq's Fouad Hussein said in a joint statement they called on ""all involved parties to resort to dialogue and diplomacy in order to foster de-escalation and provide space for a permanent ceasefire in Gaza.""",https://menafn.com/1108524330/Italy-Iraq-Call-For-Middle-East-De-Escalation-Gaza-Ceasefire,0,MR
LIB202408-17,Libya,620,,Benghazi,LBY,20.0667,32.1167,6,8,2024,Egypt,CON_82,CON_82,651,1,H,indnam1,Abbas Kamel,Egyptian Initiative,Libyan National Army,NL,,1,1,0,,,"Middle East Eye understands that the expulsion of the diplomats was linked to a visit to Benghazi that took place days earlier by Egypt's spy chief Abbas Kamel, who met with Haftar. According to an Egyptian intelligence source, who spoke with MEE on condition of anonymity, Kamel also held unpublicised meetings during this visit with both Osama Hammad, the prime minister of the eastern government, and Aguila Saleh, the speaker of parliament.... “They discussed forming a unified Libyan government that would control all fronts and regions in Libya, with the stipulation that members of this government would not include any former officials,” the source said, explaining that the suggestion was an Egyptian proposal, but that it was only discussed with the Haftar side. From Arabic source: Khalifa Haftar met with the head of the Egyptian General Intelligence Service, Abbas Kamel, the political developments in Libya during his visit to Benghazi. The two parties discussed the political developments of the Libyan crisis, stressing the importance of making every effort to advance the political process in order to hold elections, and to support the efforts made by UNSMIL.",https://www.middleeasteye.net/news/egypt-intelligence-plan-cairo-friendly-libya-government;https://alwasat.ly/news/libya/447374,1,M
LIB202408-18,Libya,620,,Benghazi,LBY,20.0667,32.1167,6,8,2024,Egypt,CON_82,CON_82,651,1,H,indnam1,Abbas Kamel,Egyptian Initiative,Libya (2022-) Parliament-Appointed Government,NL,,1,1,0,,,"According to an Egyptian intelligence source, who spoke with MEE on condition of anonymity, Kamel also held unpublicised meetings during this visit with both Osama Hammad, the prime minister of the eastern government, and Aguila Saleh, the speaker of parliament. “They discussed forming a unified Libyan government that would control all fronts and regions in Libya, with the stipulation that members of this government would not include any former officials,” the source said, explaining that the suggestion was an Egyptian proposal, but that it was only discussed with the Haftar side.",https://www.middleeasteye.net/news/egypt-intelligence-plan-cairo-friendly-libya-government,1,M
LIB202408-19,Libya,620,,Benghazi,LBY,20.0667,32.1167,6,8,2024,Egypt,CON_82,CON_82,651,1,H,indnam1,Abbas Kamel,Egyptian Initiative,House of Representatives,PAAX,,1,1,0,,,"According to an Egyptian intelligence source, who spoke with MEE on condition of anonymity, Kamel also held unpublicised meetings during this visit with both Osama Hammad, the prime minister of the eastern government, and Aguila Saleh, the speaker of parliament. “They discussed forming a unified Libyan government that would control all fronts and regions in Libya, with the stipulation that members of this government would not include any former officials,” the source said, explaining that the suggestion was an Egyptian proposal, but that it was only discussed with the Haftar side.",https://www.middleeasteye.net/news/egypt-intelligence-plan-cairo-friendly-libya-government,1,M
ISR202408-22,Israel,666,,Virtual,,Virtual,Virtual,6,8,2024,China; Jordan,CON_20;CON_78,CON_20;CON_78,710;663,2,H,indnam528;indnam70,Wang Yi; Ayman Safadi,,,,,0,,0,,,"In his phone talks with the Egyptian and Jordanian foreign ministers, Badr Abdelatty and Ayman Safadi, on August 6, Chinese Foreign Minister Wang Yi said China opposes and condemns assassination acts that violate the basic principles of the United Nations Charter, infringe on Iran's sovereignty and dignity, undermine efforts to promote peace and make a ceasefire in Gaza increasingly unattainable.",http://www.bjreview.com/World/202408/t20240812_800374312.html,0,MR
ISR202408-23,Israel,666,,Virtual,,Virtual,Virtual,6,8,2024,United States,CON_3,CON_3,2,1,P,indnam290,Lloyd Austin,,Israel,NL,,1,1,0,,,"On Tuesday, Gallant spoke by phone with US Defense Secretary Lloyd Austin—the fifth such call since a missile strike on July 28 killed a group of children in the Israeli-occupied Golan Heights. Israel exploited the strike as a pretext for the two targeted assassinations, based on the unsubstantiated claim that Hezbollah launched the missile. Hezbollah denied any responsibility.",https://www.wsws.org/en/articles/2024/08/07/josz-a07.html,0,MR
ISR202408-24,Israel,666,,Virtual,,Virtual,Virtual,6,8,2024,China; Egypt,CON_20;CON_82,CON_20;CON_82,710;651,2,H,indnam528; NL,Wang Yi; Badr Abdelatty,,,,,0,,0,,,"Chinese Foreign Minister Wang Yi on Tuesday held a phone conversation with Badr Abdelatty, Egypt's Minister of Foreign Affairs, Emigration and Egyptian Expatriates. Noting that Egypt has an important position in China's overall diplomatic strategy, Wang said President el-Sisi's state visit to China in May was successful, during which the two heads of state laid out a blueprint for the development of bilateral ties. China and Egypt should seize this opportunity to fully implement the important consensus reached by the two leaders, and work towards building a China-Egypt community with a shared future in the new era, said Wang. Egypt is willing to work with China to implement the important consensus reached by the two heads of state and strengthen high-level exchanges, in a bid to elevate bilateral relations, display broader prospects, and bring more benefits to the people of both countries, he said. In response to the Gaza conflict, China has proposed a three-step initiative: achieving a comprehensive ceasefire, promoting post-war governance in Gaza under the principle of ""the Palestinians governing Palestine,"" and effectively implementing the two-state solution, Wang noted. He also pointed out that China will continue to stand on the side of international justice, strengthen solidarity with Arab countries, and work with all parties to avoid further escalation and deterioration of the situation. Abdelatty expressed deep concern over the escalating situation in Gaza, emphasizing that the assassination of Haniyeh further complicates efforts to reach a ceasefire agreement and may even lead to a full-scale regional war. The Middle East can no longer bear more conflict and instability, and the international community must work together to prevent further escalation of the situation in the region, he said. Abdelatty noted that Egypt highly appreciates China's important role in promoting peace in the Middle East, and is grateful for China's efforts to promote internal reconciliation in Palestine.",https://english.news.cn/20240807/d0b5f0bf1bc64696913bdbc8030a9238/c.html;https://www.globalsecurity.org/military/library/news/2024/08/mil-240807-pdo03.htm;https://www.bjreview.com/World/202408/t20240812_800374312.html,0,MR
ISR202408-25,Israel,666,,Virtual,,Virtual,Virtual,6,8,2024,Jordan; Qatar,CON_78;CON_486,CON_78;CON_486,663;694,2,H,indnam70; NL,Ayman Safadi; Mohamed bin Abdulrahman bin Jassim Al Thani,,,,,0,,0,,,"Deputy Prime Minister and Foreign Minister Ayman Safadi said on Tuesday that Israel is responsible for the current dangerous escalation in the region, calling on the international community to take decisive actions to stop the Israeli aggression on Gaza and protect the region from its escalating policies. Safadi, during discussions with international counterparts to update them on the regional escalation and discuss potential solutions, stressed that Israel’s ongoing attacks on Gaza push the region towards the brink of a regional war, according to a Foreign Ministry statement. He also emphasised that the escalation will only end if the international community compels Israel to cease its aggression on Gaza, adhere to international law, and cease all actions that exacerbate regional tensions and deny the region’s right to peace and security. Safadi stressed that without effective international action to curb Israeli aggression, the Israeli prime minister will ""impose further wars and conflicts on the entire region."" As part of Jordan's efforts to rally international effort to stop the Israeli war on Gaza and regional tension, Safadi made telephone calls on Tuesday with Qatari Prime Minister and Foreign Minister Sheikh Mohammed Bin Abdulrahman Bin Jassim Al Thani.",http://jordantimes.com/news/local/safadi-discusses-counterparts-dangerous-regional-escalation-efforts-stop-war-gaza,0,MR
ISR202408-26,Israel,666,,Virtual,,Virtual,Virtual,6,8,2024,United States; Egypt,CON_3;CON_82,CON_3;CON_82,2;651,2,H,NL;indnam238,Abdel Fattah El-Sisi; Joe Biden,,,,,0,,0,,,"U.S. President Joe Biden spoke with the leaders of Qatar and Egypt on Tuesday to discuss efforts to de-escalate tensions in the region and bring a Gaza ceasefire and hostage release deal, the White House said. A statement by the Egyptian presidency on the same day said that during the phone call with Biden, Sisi affirmed Cairo’s vision around the “danger of the repercussions caused by the continuation of the war in Gaza and its negative impact on the region’s stability”, adding that reaching a ceasefire deal is considered the basis for restoring calm and stability in the region. The two leaders also agreed to continue working on reaching a ceasefire deal and implement a two-state solution, the Egyptian statement added. Egypt, Qatar and the U.S. have continued to mediate between Israel and Hamas to end the war in Gaza.... On the same day, Biden called Egyptian President Abdel Fattah El-Sisi, whose country is also playing a critical mediation role alongside Qatar. Similarly, the call focused on efforts aimed at reaching an immediate ceasefire and a deal that would release the remaining captives from Hamas.",https://www.yahoo.com/news/biden-speaks-leaders-qatar-egypt-181530723.html;https://www.novinite.com/articles/227590/Israel+Demands+Swift+Elimination+of+New+Hamas+Leader;https://dohanews.co/qatars-amir-biden-discuss-mediation-efforts-and-regional-developments/;https://www.aa.com.tr/en/middle-east/hamas-to-continue-gaza-cease-fire-negotiations-under-sinwar-group-leader/3297682;https://www.justsecurity.org/98484/early-edition-august-7-2024/;https://www.palestinechronicle.com/ceasefire-negotiationswill-continue-under-sinwar-leadership-hamas-official/;https://www.khaleejtimes.com/world/mena/israel-vows-to-eliminate-new-hamas-leader-yahya-sinwar-as-war-enters-11th-month?_refresh=true;https://athens-times.com/israel-consents-to-resume-indirect-negotiations-with-hamas-usa-egypt-and-qatar-push-for-ceasefire/,0,MR
ISR202408-27,Israel,666,,Virtual,,Virtual,Virtual,6,8,2024,UAE; France,CON_591;CON_7,CON_591;CON_7,696;220,2,H,indnam141; NL,Emmanuel Macron; Mohamed bin Zayed,,,,,0,,0,,,"French President Emmanuel Macron made a phone call to UAE President Shiekh Mahamed Bin Zayed. Both leaders discussed the latest regional and international developments, focusing on tensions in Middle East and the humanitarian crisis in Gaza. According to the ANI news agency, both countries called upon all the parties in the region to exercise maximum restraint. They also advocated for de-escalation to preserve regional peace and stability.Additionally, both leaders realise the need for an immediate and permanent ceasefire in Gaza. More efforts need to be made to establish a clear path towards a comprehensive, just, and lasting peace based on the two-state solution.",https://timesofindia.indiatimes.com/%20https:/timesofindia.indiatimes.com/world/middle-east/israel-hamas-war-live-updates-beirut-iran-hezbollah-ismail-haniyeh-benjamin-netanyahu-gaza-war/liveblog/112270382.cms;https://www.koreatimes.co.kr:443/www/world/2024/08/501_380033.html,0,MR
ISR202408-28,Israel,666,,Virtual,,Virtual,Virtual,6,8,2024,Qatar; United States; Egypt,CON_486;CON_3;CON_82,CON_486;CON_3;CON_82,694;2;651,3,H,indnam238; NL; NL,Joe Biden; Emir Sheikh Tamim bin Hamad Al Thani; Abdel Fattah El-Sisi,Qatar-Egypt-USA Process,,,,0,,0,,,"U.S. President Joe Biden spoke with the leaders of Qatar and Egypt on Tuesday to discuss efforts to de-escalate tensions in the region and bring a Gaza ceasefire and hostage release deal, the White House said… Qatar’s Amir Sheikh Tamim bin Hamad Al-Thani and U.S. President Joe Biden have discussed joint mediation efforts between Israel and Hamas as the war in the Gaza Strip enters its 11th month. According to a statement by the Amiri Diwan, the discussions between both leaders took place over the phone on Tuesday where they “reviewed regional and international developments of common interest.” The White House separately said that Sheikh Tamim and Biden emphasised the need to reach “an immediate ceasefire and hostage release deal.” Biden also thanked Sheikh Tamim for facilitating the negotiations that he said “reached a final stage.” “President Biden and Sheikh Tamim agreed on the urgency of bringing the process to closure as soon as possible. Both leaders and their teams agreed to remain in close coordination over the coming days,” the White House said.",https://www.yahoo.com/news/biden-speaks-leaders-qatar-egypt-181530723.html;https://dohanews.co/qatars-amir-biden-discuss-mediation-efforts-and-regional-developments/;https://www.aa.com.tr/en/middle-east/hamas-to-continue-gaza-cease-fire-negotiations-under-sinwar-group-leader/3297682;https://www.justsecurity.org/98484/early-edition-august-7-2024/;https://www.palestinechronicle.com/ceasefire-negotiationswill-continue-under-sinwar-leadership-hamas-official/;https://www.khaleejtimes.com/world/mena/israel-vows-to-eliminate-new-hamas-leader-yahya-sinwar-as-war-enters-11th-month?_refresh=true;https://athens-times.com/israel-consents-to-resume-indirect-negotiations-with-hamas-usa-egypt-and-qatar-push-for-ceasefire/;https://timesofindia.indiatimes.com/world/middle-east/israel-hamas-war-live-updates-beirut-iran-hezbollah-ismail-haniyeh-benjamin-netanyahu-gaza-war/liveblog/112270382.cms,0,MR
ISR202408-29,Israel,666,,Virtual,,Virtual,Virtual,6,8,2024,Jordan; Canada,CON_78;CON_11,CON_78;CON_11,663;20,2,P,indnam255; NL,Justin Trudeau; Abdullah II,,,,,0,,0,,,"His Majesty King Abdullah, in separate phone calls on Tuesday with French President Emmanuel Macron, Italy Prime Minister Giorgia Meloni, and Canada Prime Minister Justin Trudeau, discussed international efforts towards regional de-escalation. During the calls, His Majesty warned against the danger of a regional expansion of the conflict, stressing the need to step up efforts to safeguard security and stability in the region, according to a Royal Court statement. The King noted the importance of creating a political horizon to achieve just and comprehensive peace, on the basis of the two-state solution, guaranteeing the Palestinians’ right to establish their independent state on the 4 June 1967 lines, with East Jerusalem as its capital, according to the statement.",https://jordantimes.com/news/local/king-discusses-regional-de-escalation-efforts-france-president-pms-italy-canada,0,MR
ISR202408-30,Israel,666,,Virtual,,Virtual,Virtual,6,8,2024,Jordan; Italy,CON_78;CON_139,CON_78;CON_139,663;325,2,P,indnam173; NL,Giorgia Meloni; Abdullah II,,,,,0,,0,,,"His Majesty King Abdullah, in separate phone calls on Tuesday with French President Emmanuel Macron, Italy Prime Minister Giorgia Meloni, and Canada Prime Minister Justin Trudeau, discussed international efforts towards regional de-escalation. During the calls, His Majesty warned against the danger of a regional expansion of the conflict, stressing the need to step up efforts to safeguard security and stability in the region, according to a Royal Court statement. The King noted the importance of creating a political horizon to achieve just and comprehensive peace, on the basis of the two-state solution, guaranteeing the Palestinians’ right to establish their independent state on the 4 June 1967 lines, with East Jerusalem as its capital, according to the statement.",https://jordantimes.com/news/local/king-discusses-regional-de-escalation-efforts-france-president-pms-italy-canada,0,MR
ISR202408-31,Israel,666,,Virtual,,Virtual,Virtual,6,8,2024,Jordan; EU,CON_78;IGO_5,CON_78;IGO_5,663;,2,H,indnam70; NL,Ayman Safadi; Josep Borrell,,,,,0,,0,,,"Deputy Prime Minister and Foreign Minister Ayman Safadi said on Tuesday that Israel is responsible for the current dangerous escalation in the region, calling on the international community to take decisive actions to stop the Israeli aggression on Gaza and protect the region from its escalating policies. Safadi, during discussions with international counterparts to update them on the regional escalation and discuss potential solutions, stressed that Israel’s ongoing attacks on Gaza push the region towards the brink of a regional war, according to a Foreign Ministry statement. He also emphasised that the escalation will only end if the international community compels Israel to cease its aggression on Gaza, adhere to international law, and cease all actions that exacerbate regional tensions and deny the region’s right to peace and security. Safadi stressed that without effective international action to curb Israeli aggression, the Israeli prime minister will ""impose further wars and conflicts on the entire region."" As part of Jordan's efforts to rally international effort to stop the Israeli war on Gaza and regional tension, Safadi made telephone calls on Tuesday with High Representative of the European Union for Foreign Affairs and Security Policy Josep Borrell",https://jordantimes.com/news/local/safadi-discusses-counterparts-dangerous-regional-escalation-efforts-stop-war-gaza,0,MR
ISR202408-32,Israel,666,,Virtual,,Virtual,Virtual,6,8,2024,Jordan; Sweden,CON_78;CON_593,CON_78;CON_593,663;380,2,H,indnam70;indnam501,Ayman Safadi; Tobias Billstrom,,,,,0,,0,,,"Deputy Prime Minister and Foreign Minister Ayman Safadi said on Tuesday that Israel is responsible for the current dangerous escalation in the region, calling on the international community to take decisive actions to stop the Israeli aggression on Gaza and protect the region from its escalating policies. Safadi, during discussions with international counterparts to update them on the regional escalation and discuss potential solutions, stressed that Israel’s ongoing attacks on Gaza push the region towards the brink of a regional war, according to a Foreign Ministry statement. He also emphasised that the escalation will only end if the international community compels Israel to cease its aggression on Gaza, adhere to international law, and cease all actions that exacerbate regional tensions and deny the region’s right to peace and security. Safadi stressed that without effective international action to curb Israeli aggression, the Israeli prime minister will ""impose further wars and conflicts on the entire region."" As part of Jordan's efforts to rally international effort to stop the Israeli war on Gaza and regional tension, Safadi made telephone calls on Tuesday with Swedish Foreign Minister Tobias Billström",https://jordantimes.com/news/local/safadi-discusses-counterparts-dangerous-regional-escalation-efforts-stop-war-gaza,0,MR
ISR202408-33,Israel,666,,Virtual,,Virtual,Virtual,6,8,2024,Jordan; Cyprus,CON_78;CON_609,CON_78;CON_609,663;352,2,H,indnam70;indnam107,Ayman Safadi; Constantinos Kombos,,,,,0,,0,,,"Deputy Prime Minister and Foreign Minister Ayman Safadi said on Tuesday that Israel is responsible for the current dangerous escalation in the region, calling on the international community to take decisive actions to stop the Israeli aggression on Gaza and protect the region from its escalating policies. Safadi, during discussions with international counterparts to update them on the regional escalation and discuss potential solutions, stressed that Israel’s ongoing attacks on Gaza push the region towards the brink of a regional war, according to a Foreign Ministry statement. He also emphasised that the escalation will only end if the international community compels Israel to cease its aggression on Gaza, adhere to international law, and cease all actions that exacerbate regional tensions and deny the region’s right to peace and security. Safadi stressed that without effective international action to curb Israeli aggression, the Israeli prime minister will ""impose further wars and conflicts on the entire region."" As part of Jordan's efforts to rally international effort to stop the Israeli war on Gaza and regional tension, Safadi made telephone calls on Tuesday with Cypriot Foreign Minister Constantinos Kombos",https://jordantimes.com/news/local/safadi-discusses-counterparts-dangerous-regional-escalation-efforts-stop-war-gaza,0,MR
